"cole_codigo_icfes","cole_nombre_sede"
"666347","INSTITUTO TECNICO NUEVA FAMILIA - SEDE PRINCIPAL"
,"LA MILAGROSA"
,"COL JOSE ASUNCION SILVA"
"168732","COL BAS ROBERTO FRANCO IZASA"
"162867","CONC DE DESARROLLO RURAL"
,"IE TEC INDUSTRIAL - SEDE PRINCIPAL"
,"I.E. SUSANA GUILLEMIN - SEDE PRINCIPAL"
,"I.E. MARCO AURELIO BERNAL - SEDE PRINCIPAL"
,"I.E. TECNICA PEDRO JOSE SARMIENTO - SEDE PRINCIPAL"
,"I.E. SANTO DOMINGO SAVIO - SEDE PRINCIPAL"
,"I.E. TOMAS VASQUEZ RODRIGUEZ - SEDE PRINCIPAL"
,"I.E. TECNICA Y ACADEMICA NUESTRA SEÑORA DEL ROSARIO - SEDE PRINCIPAL"
"104547","COLEGIO DE BOYACA"
"64162","COLEGIO LA PRESENTACIÓN"
"5710","IE DIEGO DE TORRES - SEDE PRINCIPAL"
"718940","PRINCIPAL INTEGRADO"
"40493","HECTOR JULIO GOMEZ Y KENNEDY"
"168724","I.E. NUESTRA SEÑORA DE LA NAVAL - SEDE PRINCIPAL"
"4853","CARLOS ARTURO TORRES SEDE CENTRAL"
"64196","IE JOSE MARIA CORDOBA"
"96651","IE TEC SALAMANCA - SEDE PRINCIPAL"
"78246","I.E. SANTA BARBARA - SEDE PRINCIPAL"
"106971","COL TOQUILLA"
"141051","I.E. PABLO VALETTE - SEDE PRINCIPAL"
,"IE TECNICA NACIONALIZADA DE SAMACA - SEDE PRINCIPAL"
"81836","COL DE EDUCAC BAS MEDIA STA BARBARA"
"42325","COL DPTAL HAYDEE CAMACHO SAAVEDRA"
"1770","IE TEC Y ACAD ANTONIO NARIÑO - SEDE PRINCIPAL"
"130179","COL JUAN PABLO II"
"160085","COL DE EDUC BAS SAN JOSE DE LA MONTAÑA"
,"I.E.T. SANTA CRUZ DE MOTAVITA - SEDE PRINCIPAL"
"159848","IE ANTONIO RICAURTE - SEDE PRINCIPAL"
"86355","IE ALBERT EINSTEIN"
"745273","I.E. ENRIQUE SUAREZ - SEDE PRINCIPAL"
"165092","I.E. EL ROSARIO - SEDE PRINCIPAL"
,"IE TEC SEÑOR DE LOS MILAGROS - SEDE PRINCIPAL"
"5413","I.E. ARMANDO SOLANO - SEDE PRINCIPAL"
"79848","I.E.T. ALEJANDRO DE HUMBOLDT - SEDE PRINCIPAL"
"57711","I.E.T. SANTA CRUZ DE MOTAVITA - SEDE PRINCIPAL"
"5355","I.E. EL ROSARIO - SEDE PRINCIPAL"
"640623","ESC SIDERURGICA"
"48082","I.E. CAMPO ELIAS CORTES - SEDE PRINCIPAL"
"5660","COL EDU BAS Y ME TEC NTRA SRA DEL CARMEN"
"33142","I.E. LA CANDELARIA - SEDE PRINCIPAL"
"28241","I.E. JOSE CAYETANO VASQUEZ - SEDE PRINCIPAL"
"51755","IE MARIANO OSPINA PEREZ - SEDE PRINCIPAL"
"54700","IE NZADA SAN RAFAEL"
"717405","COLEGIO MILITAR CORONEL JUAN JOSE RONDON - SEDE PRINCIPAL"
"148247","ESC NORMAL SUPERIOR"
"141804","IE SAN ANTONIO DE PADUA - SEDE PRINCIPAL"
"28258","I.E. TÉCNICA LAS MERCEDES - SEDE PRINCIPAL"
"333492","I.E.T AGRICOLA - SEDE PRINCIPAL"
"86298","COL TEC DE NAZARETH"
"67991","COLEGIO SAN PEDRO CLAVER"
"161265","IE PUENTE DE PIEDRA - SEDE PRINCIPAL"
"163626","IE SIMON BOLIVAR - SEDE PRINCIPAL"
,"INSTITUCION EDUCATIVA SILVESTRE ARENAS"
"32243","COLEGIO NUESTRA SEÑORA DEL ROSARIO"
,"COL EL SOL"
"1220","I.E. TOMAS VASQUEZ RODRIGUEZ - SEDE PRINCIPAL"
,"I.E. TEC JACINTO VEGA - SEDE PRINCIPAL"
"11261","INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO"
,"IE FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL"
"42317","I.E. JORGE CLEMENTE PALACIOS - SEDE PRINCIPAL"
"120642","INSTITUCION EDUCATIVA SILVESTRE ARENAS"
"5603","EDIFICIO CALLE 18"
"151332","IE LOS LIBERTADORES - SEDE PRINCIPAL"
"40485","COL EDUC BAS Y MEDIA TEC ANTONIO NARIÑO"
"5298","JOSE ACEVEDO Y GOMEZ"
"31500","I.E.T. DE NOBSA - SEDE PRINCIPAL"
"86330","COL SAN MARCOS"
"148338","IE SANTA BARBARA - SEDE PRINCIPAL"
"158675","I.E. RAFAEL REYES"
"676460","IE PUENTE DE PIEDRA - SEDE PRINCIPAL"
"5066","LA MILAGROSA"
"160531","IE TELEPALMERITAS - SEDE PRINCIPAL"
"157511","I.E. HAYDEE CAMACHO SAAVEDRA - SEDE PRINCIPAL"
"717710","COL BAS SANTA CECILIA"
"167270","I.E. FRAY ARTURO AYALA - SEDE PRINCIPAL"
"160416","IE NSTRA SRA DEL CARMEN - SEDE PRINCIPAL"
"760975","LIBERTADOR SIMON BOLIVAR CENTRAL"
,"IE RIO DE PIEDRAS - SEDE PRINCIPAL"
,"COLEGIO CENCOV CIENCIA Y CULTURA - SEDE PRINCIPAL"
"111153","INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO"
"224014","I.E. TECNICO INDUSTRIAL MARCO AURELIO BERNAL - SEDE PRINCIPAL"
"5389","I.E.T NACIONALIZADO DE PAUNA - SEDE PRINCIPAL"
"107078","IE JOSE ANTONIO GALAN - SEDE PRINCIPAL"
"4895","I.E. TECNICA Y ACADEMICA NUESTRA SEÑORA DEL ROSARIO - SEDE PRINCIPAL"
"728691","I.E. TECNICO INDUSTRIAL JULIO FLOREZ - SEDE PRINCIPAL"
"5504","COL NALZADO JUAN JOSE RONDON"
"28035","I.E. TECNICA ANTONIO NARIÑO - SEDE PRINCIPAL"
"81885","IE ESCUELA NORMAL SUPERIOR - SEDE PRINCIPAL"
"91454","INSTITUCION EDUCATIVA LOS LIBERTADORES"
"5538","COL FRANCISCO JOSE DE CALDAS"
"81851","INSTITUTO TECNICO GONZALO SUAREZ RENDON CENTRAL"
"662734","INST TEC AGROP LA ESMERALDA"
"146464","IE SUPANECA - SEDE PRINCIPAL"
,"ESCUELA NORMAL SUPERIOR LEONOR ALVAREZ PINZON"
"78204","IE TECNICA NACIONALIZADA DE SAMACA - SEDE PRINCIPAL"
"163568","I.E. TECNICA JAIRO ALBARRACIN BARRERA - SEDE PRINCIPAL"
"147959","COL NZADO DE CERINZA"
,"COLEGIO GRAN COLOMBIA"
"4812","CENTRAL"
,"IE JORGE GUILLERMO MOJICA MARQUEZ - SEDE PRINCIPAL"
"724195","I.E. LA CABAÑA - SEDE PRINCIPAL"
"6226","COL JOSE ASUNCION SILVA"
"164798","IE EL HATO - SEDE PRINCIPAL"
"42309","COL EL SOL"
"60020","COLEGIO ALEJANDRO DE HUMBOLDT"
"658054","I.E. ECOLÓGICO DE BUSBANZA - SEDE PRINCIPAL"
"34959","I.E. TÉCNICA CHICAMOCHA - SEDE PRINCIPAL"
"188821","COL NACIONALIZADO"
"115832","INSTITUCION EDUCATIVA LA INDEPENDENCIA"
"161166","LICEO CAMPESTRE MUNDO CONSTRUCTIVO - SEDE PRINCIPAL"
"5645","COL DE EDUC BAS Y MEDIA TEC JOSE BENIGNO PERILLA"
"160390","COL DE EDUCACION SERAFIN LUENGAS CHACON"
"86306","IE JORGE GUILLERMO MOJICA MARQUEZ - SEDE PRINCIPAL"
"158485","INS DE EDUC BAS JESUS EMILIO JARAMILLO MONSALVE"
"71464","I.E. TOMAS VASQUEZ RODRIGUEZ - SEDE PRINCIPAL"
,"IE SAN MARCOS - SEDE PRINCIPAL"
"60103","COL COOP SAN ANTONIO DE LOS CEDROS"
,"I.E. TEC IND JULIO FLOREZ - SEDE PRINCIPAL"
,"COLEGIO CELCO"
"725531","ESC SISVACA"
,"INSTITUCION EDUCATIVA RAFAEL GUTIERREZ GIRARDOT"
"86298","INSTITUCION EDUCATIVA INTEGRADO JOAQUIN GONZALEZ CAMARGO"
"6930","CENTRO EDUCATIVO SAN AGUSTIN - SEDE PRINCIPAL"
"735365","I.E. TECNICA PIO ALBERTO FERRO PEÑA - SEDE PRINCIPAL"
"724351","INSTITUCION EDUCATIVA GUSTAVO ROJAS PINILLA CENTRAL"
"4804","ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA CENTRAL"
"46029","I.E. DE DESARROLLO TECNOLÓGICO AGROPECUARIO - SEDE PRINCIPAL"
"27722","I.E. JUAN JOSE REYES PATRIA - SEDE PRINCIPAL"
"78238","I.E. NORMAL SUPERIOR SAGRADO CORAZÓN - SEDE PRINCIPAL"
"160085","ESC SAN JOSE DE LA MONTAÑA"
"84038","IE TECNICA FRANCISCO JOSE DE CALDAS - SEDE PRINCIPAL"
"57117","COL RUR GARAVITO"
"32599","PRINCIPAL INTEGRADO"
"148551","CENT DE EDUC BAS DE HATOVIEJO"
"152702","COL PUENTE DE PIEDRA"
"159335","I.E. REGIÓN SUR DE AQUITANIA"
"81828","I.E. JORGE ELIECER GAITAN - SEDE PRINCIPAL"
"51755","COL DE EDUC BAS Y MEDIA MARIANO OSPINA PEREZ"
"166892","INST DE EDUC PREESC BAS Y MEDIA DE OTANCHE"
"169078","CONC DE DESARROLLO RURAL"
"150565","I.E. VALLE DE TENZA - SEDE PRINCIPAL"
"731166","I.E. TECNICA LOS COMUNEROS - SEDE PRINCIPAL"
,"COLEGIO ALEJANDRO DE HUMBOLDT"
"18167","IE MARIANO OSPINA PEREZ - SEDE PRINCIPAL"
,"IE RANCHO GRANDE - SEDE PRINCIPAL"
,"COLEGIO ANDINO DE TUNJA"
,"INSTITUCION EDUCATIVA LOS LIBERTADORES"
"108316","I.E. ARMANDO SOLANO - SEDE PRINCIPAL"
,"I.E.T. AMBIENTAL SOTE PANELAS - SEDE PRINCIPAL"
"734103","LOS LIBERTADORES"
"728865","I.E. TECNICA ANTONIO NARIÑO - SEDE PRINCIPAL"
"5686","IE GUSTAVO ROMERO HERNANDEZ - SEDE PRINCIPAL"
"152223","I.E. EL CARDON - SEDE PRINCIPAL"
"5249","I.E. TECNICA NUESTRA SEÑORA DE LAS MERCEDES - SEDE PRINCIPAL"
"48272","I.E. NACIONALIZADA TECNICA AGROPECUARIA CAMPOHERMOSO - SEDE PRINCIPAL"
"134411","RUNTA ABAJO"
"5736","COL NACIONALIZADO"
"42317","IE JORGE CLEMENTE PALACIOS - SEDE PRINCIPAL"
"40477","I.E. HONORIO ANGEL Y OLARTE - SEDE PRINCIPAL"
"111732","CORPORACION SANTO DOMINGO"
"142323","INSTITUTO TECNICO SAN ANTONIO DE PADUA - SEDE PRICIPAL"
"159863","LICEO COOPERATIVO CAMPESTRE - SEDE PRINCIPAL"
"48272","COL NZADO CAMPOHERMOSO"
"157818","IE SUSE - SEDE PRINCIPAL"
,"I.E. EL ROSARIO - SEDE PRINCIPAL"
"152025","I.E. CONCHA MEDINA DE SILVA - SEDE PRINCIPAL"
"89730","I.E.T NACIONALIZADO DE PAUNA - SEDE PRINCIPAL"
"607580","COLEGIO NUEVA GRANADA"
,"INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DE MORCA"
"189548","ESC SIDERURGICA"
"106955","INSTITUCION EDUCATIVA POLITECNICO ALVARO GONZALEZ SANTANA"
